Word,Prediction
.,"[{'label': 'neutral', 'score': 0.9674344658851624}, {'label': 'approval', 'score': 0.011802221648395061}, {'label': 'annoyance', 'score': 0.007544702384620905}, {'label': 'realization', 'score': 0.005322545766830444}, {'label': 'disapproval', 'score': 0.004763767123222351}, {'label': 'disappointment', 'score': 0.0037169167771935463}, {'label': 'anger', 'score': 0.0034556870814412832}, {'label': 'admiration', 'score': 0.0033788273576647043}, {'label': 'confusion', 'score': 0.0026864097453653812}, {'label': 'sadness', 'score': 0.002586099086329341}, {'label': 'excitement', 'score': 0.002200174843892455}, {'label': 'joy', 'score': 0.0019626447465270758}, {'label': 'disgust', 'score': 0.0019308158662170172}, {'label': 'curiosity', 'score': 0.0018657570471987128}, {'label': 'amusement', 'score': 0.0018142495537176728}, {'label': 'fear', 'score': 0.0016712276265025139}, {'label': 'optimism', 'score': 0.0015581509796902537}, {'label': 'caring', 'score': 0.001072729704901576}, {'label': 'surprise', 'score': 0.0010352175449952483}, {'label': 'love', 'score': 0.0010337356943637133}, {'label': 'desire', 'score': 0.0009654826717451215}, {'label': 'gratitude', 'score': 0.0009350944892503321}, {'label': 'embarrassment', 'score': 0.0006835017120465636}, {'label': 'grief', 'score': 0.0004944714601151645}, {'label': 'nervousness', 'score': 0.00042324818787164986}, {'label': 'pride', 'score': 0.0003402753791306168}, {'label': 'remorse', 'score': 0.00033981617889367044}, {'label': 'relief', 'score': 0.000333260977640748}]"
To,"[{'label': 'neutral', 'score': 0.9623603224754333}, {'label': 'approval', 'score': 0.009797901846468449}, {'label': 'annoyance', 'score': 0.009057078510522842}, {'label': 'anger', 'score': 0.004284152295440435}, {'label': 'realization', 'score': 0.0037305026780813932}, {'label': 'admiration', 'score': 0.0035849527921527624}, {'label': 'disapproval', 'score': 0.0033575212582945824}, {'label': 'disappointment', 'score': 0.0029384451918303967}, {'label': 'excitement', 'score': 0.0028350413776934147}, {'label': 'disgust', 'score': 0.0024595544673502445}, {'label': 'sadness', 'score': 0.0021830331534147263}, {'label': 'joy', 'score': 0.002176304580643773}, {'label': 'amusement', 'score': 0.0019927239045500755}, {'label': 'confusion', 'score': 0.001696501625701785}, {'label': 'fear', 'score': 0.0015908965142443776}, {'label': 'optimism', 'score': 0.0015777323860675097}, {'label': 'curiosity', 'score': 0.0014648910146206617}, {'label': 'gratitude', 'score': 0.001166412839666009}, {'label': 'caring', 'score': 0.0011579120764508843}, {'label': 'surprise', 'score': 0.0011540497653186321}, {'label': 'desire', 'score': 0.0010499506024643779}, {'label': 'love', 'score': 0.0009496549610048532}, {'label': 'embarrassment', 'score': 0.0007745152106508613}, {'label': 'grief', 'score': 0.00044427296961657703}, {'label': 'pride', 'score': 0.0004051255527883768}, {'label': 'remorse', 'score': 0.0003733839257620275}, {'label': 'nervousness', 'score': 0.00035262497840449214}, {'label': 'relief', 'score': 0.0003310863394290209}]"
Sherlock,"[{'label': 'neutral', 'score': 0.9634041786193848}, {'label': 'annoyance', 'score': 0.009748082607984543}, {'label': 'approval', 'score': 0.008793959394097328}, {'label': 'realization', 'score': 0.005550490692257881}, {'label': 'anger', 'score': 0.0049502234905958176}, {'label': 'sadness', 'score': 0.0047353776171803474}, {'label': 'disappointment', 'score': 0.004630282986909151}, {'label': 'amusement', 'score': 0.0043632956221699715}, {'label': 'admiration', 'score': 0.0033216907177120447}, {'label': 'disgust', 'score': 0.0031111505813896656}, {'label': 'disapproval', 'score': 0.003098643384873867}, {'label': 'joy', 'score': 0.0026185675524175167}, {'label': 'fear', 'score': 0.0024470787029713392}, {'label': 'excitement', 'score': 0.0023759312462061644}, {'label': 'confusion', 'score': 0.001995817758142948}, {'label': 'curiosity', 'score': 0.001615665853023529}, {'label': 'optimism', 'score': 0.0015588372480124235}, {'label': 'surprise', 'score': 0.0014300810871645808}, {'label': 'caring', 'score': 0.0012630142737179995}, {'label': 'embarrassment', 'score': 0.0011824611574411392}, {'label': 'love', 'score': 0.001156364451162517}, {'label': 'desire', 'score': 0.0011296204756945372}, {'label': 'grief', 'score': 0.0007376784342341125}, {'label': 'gratitude', 'score': 0.0007120482041500509}, {'label': 'nervousness', 'score': 0.0006166896782815456}, {'label': 'pride', 'score': 0.00043194249155931175}, {'label': 'remorse', 'score': 0.00042763285455293953}, {'label': 'relief', 'score': 0.0004109478322789073}]"
Holmes,"[{'label': 'neutral', 'score': 0.9661293029785156}, {'label': 'approval', 'score': 0.012157382443547249}, {'label': 'realization', 'score': 0.005902495700865984}, {'label': 'annoyance', 'score': 0.005439734552055597}, {'label': 'admiration', 'score': 0.0037651134189218283}, {'label': 'joy', 'score': 0.003517984878271818}, {'label': 'excitement', 'score': 0.0034826695919036865}, {'label': 'disappointment', 'score': 0.0032967503648251295}, {'label': 'disapproval', 'score': 0.0032400169875472784}, {'label': 'sadness', 'score': 0.0029986025765538216}, {'label': 'anger', 'score': 0.0026224995963275433}, {'label': 'confusion', 'score': 0.0025247172452509403}, {'label': 'amusement', 'score': 0.0024266312830150127}, {'label': 'love', 'score': 0.0020936988294124603}, {'label': 'disgust', 'score': 0.0020877975039184093}, {'label': 'fear', 'score': 0.0019260930130258203}, {'label': 'curiosity', 'score': 0.0017129136249423027}, {'label': 'optimism', 'score': 0.0015523976180702448}, {'label': 'surprise', 'score': 0.0013794235419481993}, {'label': 'desire', 'score': 0.001200422877445817}, {'label': 'caring', 'score': 0.0011280328035354614}, {'label': 'gratitude', 'score': 0.0011278468882665038}, {'label': 'embarrassment', 'score': 0.0007633206550963223}, {'label': 'grief', 'score': 0.0006075548590160906}, {'label': 'nervousness', 'score': 0.0004874907899647951}, {'label': 'relief', 'score': 0.0004802933253813535}, {'label': 'pride', 'score': 0.00045475439401343465}, {'label': 'remorse', 'score': 0.00041387477540411055}]"
she,"[{'label': 'neutral', 'score': 0.9670037031173706}, {'label': 'approval', 'score': 0.013138541020452976}, {'label': 'annoyance', 'score': 0.006211545318365097}, {'label': 'realization', 'score': 0.005431284196674824}, {'label': 'admiration', 'score': 0.003742912784218788}, {'label': 'disapproval', 'score': 0.003324691206216812}, {'label': 'anger', 'score': 0.002914323704317212}, {'label': 'disappointment', 'score': 0.002854839665815234}, {'label': 'confusion', 'score': 0.002435266738757491}, {'label': 'excitement', 'score': 0.0023636873811483383}, {'label': 'sadness', 'score': 0.00214925198815763}, {'label': 'disgust', 'score': 0.002145694103091955}, {'label': 'joy', 'score': 0.0019190850434824824}, {'label': 'amusement', 'score': 0.0017548658652231097}, {'label': 'optimism', 'score': 0.001718147424980998}, {'label': 'fear', 'score': 0.001651497557759285}, {'label': 'curiosity', 'score': 0.0016316529363393784}, {'label': 'love', 'score': 0.0012085180496796966}, {'label': 'gratitude', 'score': 0.0011283691274002194}, {'label': 'caring', 'score': 0.0011036619544029236}, {'label': 'surprise', 'score': 0.0010882652131840587}, {'label': 'desire', 'score': 0.001036980887874961}, {'label': 'embarrassment', 'score': 0.0006707607535645366}, {'label': 'grief', 'score': 0.0004565195122268051}, {'label': 'pride', 'score': 0.0003756064979825169}, {'label': 'nervousness', 'score': 0.0003616572648752481}, {'label': 'relief', 'score': 0.00034756059176288545}, {'label': 'remorse', 'score': 0.00034411525120958686}]"
is,"[{'label': 'neutral', 'score': 0.9647204279899597}, {'label': 'approval', 'score': 0.01565624587237835}, {'label': 'annoyance', 'score': 0.006341950036585331}, {'label': 'realization', 'score': 0.0058288779109716415}, {'label': 'admiration', 'score': 0.004035362973809242}, {'label': 'confusion', 'score': 0.0032512980978935957}, {'label': 'anger', 'score': 0.0028446365613490343}, {'label': 'disapproval', 'score': 0.002746750833466649}, {'label': 'disappointment', 'score': 0.0026777645107358694}, {'label': 'curiosity', 'score': 0.0023497415240854025}, {'label': 'disgust', 'score': 0.0021169118117541075}, {'label': 'excitement', 'score': 0.0020744148641824722}, {'label': 'sadness', 'score': 0.001863073674030602}, {'label': 'optimism', 'score': 0.001652501174248755}, {'label': 'joy', 'score': 0.0015407446771860123}, {'label': 'amusement', 'score': 0.001485580112785101}, {'label': 'love', 'score': 0.0014754455769434571}, {'label': 'fear', 'score': 0.0012943699257448316}, {'label': 'surprise', 'score': 0.0010564069962128997}, {'label': 'desire', 'score': 0.0010249668266624212}, {'label': 'caring', 'score': 0.0008814524044282734}, {'label': 'gratitude', 'score': 0.0008199547883123159}, {'label': 'embarrassment', 'score': 0.0005981603171676397}, {'label': 'grief', 'score': 0.00040041617467068136}, {'label': 'pride', 'score': 0.00030647002859041095}, {'label': 'nervousness', 'score': 0.0002938254619948566}, {'label': 'remorse', 'score': 0.00028505746740847826}, {'label': 'relief', 'score': 0.00028035955619998276}]"
always,"[{'label': 'neutral', 'score': 0.9556679725646973}, {'label': 'approval', 'score': 0.02573562040925026}, {'label': 'realization', 'score': 0.005237919744104147}, {'label': 'admiration', 'score': 0.004822367802262306}, {'label': 'annoyance', 'score': 0.0038904258981347084}, {'label': 'disapproval', 'score': 0.00290196412242949}, {'label': 'optimism', 'score': 0.0028901195619255304}, {'label': 'caring', 'score': 0.0024683268275111914}, {'label': 'gratitude', 'score': 0.0022761705331504345}, {'label': 'confusion', 'score': 0.002089870860800147}, {'label': 'disappointment', 'score': 0.001747824135236442}, {'label': 'anger', 'score': 0.0017190758371725678}, {'label': 'love', 'score': 0.0014918659580871463}, {'label': 'sadness', 'score': 0.0014556298265233636}, {'label': 'joy', 'score': 0.0013252098578959703}, {'label': 'curiosity', 'score': 0.0012293977197259665}, {'label': 'excitement', 'score': 0.0011412454769015312}, {'label': 'disgust', 'score': 0.0011199708096683025}, {'label': 'amusement', 'score': 0.0010804299963638186}, {'label': 'fear', 'score': 0.0010014064610004425}, {'label': 'desire', 'score': 0.0009188600233756006}, {'label': 'surprise', 'score': 0.0004791700339410454}, {'label': 'relief', 'score': 0.00038030993891879916}, {'label': 'remorse', 'score': 0.0003370739286765456}, {'label': 'grief', 'score': 0.00033169641392305493}, {'label': 'pride', 'score': 0.0003185940149705857}, {'label': 'embarrassment', 'score': 0.0003179522755090147}, {'label': 'nervousness', 'score': 0.00026473536854609847}]"
THE,"[{'label': 'neutral', 'score': 0.965155303478241}, {'label': 'approval', 'score': 0.010405131615698338}, {'label': 'annoyance', 'score': 0.006084964144974947}, {'label': 'realization', 'score': 0.004673311021178961}, {'label': 'admiration', 'score': 0.004203375428915024}, {'label': 'anger', 'score': 0.004061607178300619}, {'label': 'disapproval', 'score': 0.003130725584924221}, {'label': 'excitement', 'score': 0.0030094317626208067}, {'label': 'disappointment', 'score': 0.002901177853345871}, {'label': 'confusion', 'score': 0.002748079365119338}, {'label': 'sadness', 'score': 0.002398779382929206}, {'label': 'joy', 'score': 0.0022710023913532495}, {'label': 'disgust', 'score': 0.0019723637960851192}, {'label': 'curiosity', 'score': 0.0019350252114236355}, {'label': 'fear', 'score': 0.001786638516932726}, {'label': 'amusement', 'score': 0.0017827360425144434}, {'label': 'optimism', 'score': 0.001716065569780767}, {'label': 'love', 'score': 0.0014143041335046291}, {'label': 'surprise', 'score': 0.0013318919809535146}, {'label': 'gratitude', 'score': 0.0012432141229510307}, {'label': 'caring', 'score': 0.0011449912562966347}, {'label': 'desire', 'score': 0.0011213526595383883}, {'label': 'embarrassment', 'score': 0.0006329151801764965}, {'label': 'grief', 'score': 0.0005177531857043505}, {'label': 'pride', 'score': 0.0004071114235557616}, {'label': 'nervousness', 'score': 0.00040108434041030705}, {'label': 'remorse', 'score': 0.0003465460322331637}, {'label': 'relief', 'score': 0.0003419953281991184}]"
woman,"[{'label': 'neutral', 'score': 0.9682701826095581}, {'label': 'approval', 'score': 0.013203412294387817}, {'label': 'annoyance', 'score': 0.007838533259928226}, {'label': 'realization', 'score': 0.005849843844771385}, {'label': 'admiration', 'score': 0.004195917397737503}, {'label': 'disapproval', 'score': 0.003864259459078312}, {'label': 'anger', 'score': 0.0034400944132357836}, {'label': 'disappointment', 'score': 0.0033556276466697454}, {'label': 'disgust', 'score': 0.0030868661124259233}, {'label': 'confusion', 'score': 0.0027937216218560934}, {'label': 'sadness', 'score': 0.0023009004071354866}, {'label': 'excitement', 'score': 0.002072210656479001}, {'label': 'fear', 'score': 0.002030382165685296}, {'label': 'amusement', 'score': 0.0018674912862479687}, {'label': 'optimism', 'score': 0.0016839394811540842}, {'label': 'curiosity', 'score': 0.0016832799883559346}, {'label': 'joy', 'score': 0.001603965531103313}, {'label': 'love', 'score': 0.0012713221367448568}, {'label': 'surprise', 'score': 0.0011457615764811635}, {'label': 'desire', 'score': 0.0010112696327269077}, {'label': 'caring', 'score': 0.0010053004371002316}, {'label': 'gratitude', 'score': 0.0009841485880315304}, {'label': 'embarrassment', 'score': 0.0009234563913196325}, {'label': 'grief', 'score': 0.0004952283343300223}, {'label': 'nervousness', 'score': 0.0004139905795454979}, {'label': 'pride', 'score': 0.0004001679481007159}, {'label': 'remorse', 'score': 0.00037085809162817895}, {'label': 'relief', 'score': 0.00035369308898225427}]"
.,"[{'label': 'neutral', 'score': 0.9674344658851624}, {'label': 'approval', 'score': 0.011802221648395061}, {'label': 'annoyance', 'score': 0.007544702384620905}, {'label': 'realization', 'score': 0.005322545766830444}, {'label': 'disapproval', 'score': 0.004763767123222351}, {'label': 'disappointment', 'score': 0.0037169167771935463}, {'label': 'anger', 'score': 0.0034556870814412832}, {'label': 'admiration', 'score': 0.0033788273576647043}, {'label': 'confusion', 'score': 0.0026864097453653812}, {'label': 'sadness', 'score': 0.002586099086329341}, {'label': 'excitement', 'score': 0.002200174843892455}, {'label': 'joy', 'score': 0.0019626447465270758}, {'label': 'disgust', 'score': 0.0019308158662170172}, {'label': 'curiosity', 'score': 0.0018657570471987128}, {'label': 'amusement', 'score': 0.0018142495537176728}, {'label': 'fear', 'score': 0.0016712276265025139}, {'label': 'optimism', 'score': 0.0015581509796902537}, {'label': 'caring', 'score': 0.001072729704901576}, {'label': 'surprise', 'score': 0.0010352175449952483}, {'label': 'love', 'score': 0.0010337356943637133}, {'label': 'desire', 'score': 0.0009654826717451215}, {'label': 'gratitude', 'score': 0.0009350944892503321}, {'label': 'embarrassment', 'score': 0.0006835017120465636}, {'label': 'grief', 'score': 0.0004944714601151645}, {'label': 'nervousness', 'score': 0.00042324818787164986}, {'label': 'pride', 'score': 0.0003402753791306168}, {'label': 'remorse', 'score': 0.00033981617889367044}, {'label': 'relief', 'score': 0.000333260977640748}]"
I,"[{'label': 'neutral', 'score': 0.9616037607192993}, {'label': 'approval', 'score': 0.019602462649345398}, {'label': 'realization', 'score': 0.007181480526924133}, {'label': 'annoyance', 'score': 0.005678665358573198}, {'label': 'admiration', 'score': 0.0032448098063468933}, {'label': 'disapproval', 'score': 0.002807307057082653}, {'label': 'disappointment', 'score': 0.002758764661848545}, {'label': 'anger', 'score': 0.002222510054707527}, {'label': 'sadness', 'score': 0.0022051192354410887}, {'label': 'excitement', 'score': 0.0021366726141422987}, {'label': 'optimism', 'score': 0.0020857607014477253}, {'label': 'confusion', 'score': 0.0020624117460101843}, {'label': 'disgust', 'score': 0.0019433459965512156}, {'label': 'joy', 'score': 0.0016872010892257094}, {'label': 'fear', 'score': 0.0014174855314195156}, {'label': 'curiosity', 'score': 0.0013967979466542602}, {'label': 'gratitude', 'score': 0.0011874710908159614}, {'label': 'amusement', 'score': 0.0011671575484797359}, {'label': 'love', 'score': 0.0011221622116863728}, {'label': 'desire', 'score': 0.001055548433214426}, {'label': 'caring', 'score': 0.0010489547858014703}, {'label': 'surprise', 'score': 0.000823453941848129}, {'label': 'embarrassment', 'score': 0.0006079550948925316}, {'label': 'grief', 'score': 0.0004060991923324764}, {'label': 'remorse', 'score': 0.0003852015361189842}, {'label': 'pride', 'score': 0.0003729276650119573}, {'label': 'relief', 'score': 0.00036736251786351204}, {'label': 'nervousness', 'score': 0.0003394567465875298}]"
have,"[{'label': 'neutral', 'score': 0.9642959237098694}, {'label': 'approval', 'score': 0.01506904698908329}, {'label': 'annoyance', 'score': 0.006792112719267607}, {'label': 'realization', 'score': 0.004285313654690981}, {'label': 'admiration', 'score': 0.0038084143307060003}, {'label': 'disapproval', 'score': 0.0032441604416817427}, {'label': 'anger', 'score': 0.0031274459324777126}, {'label': 'disappointment', 'score': 0.0027302696835249662}, {'label': 'joy', 'score': 0.002394329756498337}, {'label': 'excitement', 'score': 0.0023066960275173187}, {'label': 'sadness', 'score': 0.0021744384430348873}, {'label': 'confusion', 'score': 0.001990295946598053}, {'label': 'amusement', 'score': 0.001989125506952405}, {'label': 'disgust', 'score': 0.0019711225759238005}, {'label': 'curiosity', 'score': 0.0016340338625013828}, {'label': 'love', 'score': 0.0015900196740403771}, {'label': 'optimism', 'score': 0.0014187577180564404}, {'label': 'fear', 'score': 0.0013052939902991056}, {'label': 'caring', 'score': 0.0011936528608202934}, {'label': 'desire', 'score': 0.0010238175746053457}, {'label': 'gratitude', 'score': 0.0009679694776423275}, {'label': 'surprise', 'score': 0.0008129881462082267}, {'label': 'embarrassment', 'score': 0.0005873937625437975}, {'label': 'grief', 'score': 0.00042905178270302713}, {'label': 'pride', 'score': 0.0003559141478035599}, {'label': 'relief', 'score': 0.0003446546907071024}, {'label': 'remorse', 'score': 0.00033348886063322425}, {'label': 'nervousness', 'score': 0.00033094905666075647}]"
seldom,"[{'label': 'neutral', 'score': 0.953026533126831}, {'label': 'approval', 'score': 0.010263839736580849}, {'label': 'realization', 'score': 0.009470309130847454}, {'label': 'annoyance', 'score': 0.005012267269194126}, {'label': 'disappointment', 'score': 0.004908409435302019}, {'label': 'admiration', 'score': 0.0046644629910588264}, {'label': 'sadness', 'score': 0.0037473374977707863}, {'label': 'excitement', 'score': 0.0032918325159698725}, {'label': 'surprise', 'score': 0.003053863998502493}, {'label': 'disgust', 'score': 0.0030069206841289997}, {'label': 'joy', 'score': 0.002984890015795827}, {'label': 'amusement', 'score': 0.0027559888549149036}, {'label': 'love', 'score': 0.0025219256058335304}, {'label': 'confusion', 'score': 0.002504979493096471}, {'label': 'disapproval', 'score': 0.0022452552802860737}, {'label': 'optimism', 'score': 0.00209604948759079}, {'label': 'curiosity', 'score': 0.0019928282126784325}, {'label': 'fear', 'score': 0.001974904676899314}, {'label': 'gratitude', 'score': 0.0018856137758120894}, {'label': 'desire', 'score': 0.0018427891191095114}, {'label': 'anger', 'score': 0.0017139348201453686}, {'label': 'embarrassment', 'score': 0.0012630497803911567}, {'label': 'caring', 'score': 0.001207613036967814}, {'label': 'grief', 'score': 0.0008653145050629973}, {'label': 'relief', 'score': 0.0007749271462671459}, {'label': 'nervousness', 'score': 0.0006029009236954153}, {'label': 'pride', 'score': 0.0006010105134919286}, {'label': 'remorse', 'score': 0.0005643360200338066}]"
heard,"[{'label': 'neutral', 'score': 0.9646755456924438}, {'label': 'approval', 'score': 0.013552277348935604}, {'label': 'annoyance', 'score': 0.005841084755957127}, {'label': 'realization', 'score': 0.005416863597929478}, {'label': 'admiration', 'score': 0.004838190972805023}, {'label': 'disappointment', 'score': 0.003112912643700838}, {'label': 'disapproval', 'score': 0.002946687862277031}, {'label': 'excitement', 'score': 0.0026738375891000032}, {'label': 'disgust', 'score': 0.0025793311651796103}, {'label': 'confusion', 'score': 0.0024121361784636974}, {'label': 'anger', 'score': 0.0021310800220817327}, {'label': 'sadness', 'score': 0.0020642722956836224}, {'label': 'fear', 'score': 0.0019495117012411356}, {'label': 'joy', 'score': 0.0019488187972456217}, {'label': 'optimism', 'score': 0.0017008171416819096}, {'label': 'curiosity', 'score': 0.00163059844635427}, {'label': 'amusement', 'score': 0.0016028243117034435}, {'label': 'love', 'score': 0.0014633280225098133}, {'label': 'gratitude', 'score': 0.0014247476356104016}, {'label': 'surprise', 'score': 0.0013265825109556317}, {'label': 'desire', 'score': 0.0010662965942174196}, {'label': 'caring', 'score': 0.0009546925430186093}, {'label': 'embarrassment', 'score': 0.0007805838831700385}, {'label': 'grief', 'score': 0.0004634969518519938}, {'label': 'pride', 'score': 0.00042852776823565364}, {'label': 'nervousness', 'score': 0.0004018595500383526}, {'label': 'relief', 'score': 0.00039379141526296735}, {'label': 'remorse', 'score': 0.0003539038880262524}]"
him,"[{'label': 'neutral', 'score': 0.9651376605033875}, {'label': 'approval', 'score': 0.010644704103469849}, {'label': 'annoyance', 'score': 0.006629226263612509}, {'label': 'realization', 'score': 0.004534121137112379}, {'label': 'anger', 'score': 0.003443175693973899}, {'label': 'admiration', 'score': 0.003104316769167781}, {'label': 'disapproval', 'score': 0.00307448860257864}, {'label': 'confusion', 'score': 0.0026664319448173046}, {'label': 'disappointment', 'score': 0.0026626165490597486}, {'label': 'excitement', 'score': 0.002208295278251171}, {'label': 'amusement', 'score': 0.0020724788773804903}, {'label': 'disgust', 'score': 0.0020248303189873695}, {'label': 'sadness', 'score': 0.002001802669838071}, {'label': 'joy', 'score': 0.0018846088787540793}, {'label': 'curiosity', 'score': 0.0018823131686076522}, {'label': 'optimism', 'score': 0.0017984812147915363}, {'label': 'fear', 'score': 0.0014665548224002123}, {'label': 'gratitude', 'score': 0.0013824735069647431}, {'label': 'love', 'score': 0.0012195470044389367}, {'label': 'caring', 'score': 0.0011964228469878435}, {'label': 'surprise', 'score': 0.0010912134312093258}, {'label': 'desire', 'score': 0.0009732660837471485}, {'label': 'embarrassment', 'score': 0.0006913191173225641}, {'label': 'grief', 'score': 0.0004438348987605423}, {'label': 'remorse', 'score': 0.00038686327752657235}, {'label': 'pride', 'score': 0.00033717823680490255}, {'label': 'nervousness', 'score': 0.00033339348738081753}, {'label': 'relief', 'score': 0.00031386411865241826}]"
mention,"[{'label': 'neutral', 'score': 0.9460891485214233}, {'label': 'annoyance', 'score': 0.022516928613185883}, {'label': 'approval', 'score': 0.010715845040977001}, {'label': 'anger', 'score': 0.006878420244902372}, {'label': 'disapproval', 'score': 0.005557082127779722}, {'label': 'amusement', 'score': 0.004323579370975494}, {'label': 'realization', 'score': 0.004111879505217075}, {'label': 'disappointment', 'score': 0.004075301811099052}, {'label': 'disgust', 'score': 0.0031997249461710453}, {'label': 'joy', 'score': 0.0026572870556265116}, {'label': 'sadness', 'score': 0.002551715588197112}, {'label': 'caring', 'score': 0.0016206447035074234}, {'label': 'confusion', 'score': 0.0015315470518544316}, {'label': 'admiration', 'score': 0.0014856288908049464}, {'label': 'optimism', 'score': 0.001471295370720327}, {'label': 'excitement', 'score': 0.0013232410419732332}, {'label': 'embarrassment', 'score': 0.0011175355175510049}, {'label': 'curiosity', 'score': 0.0010623352136462927}, {'label': 'love', 'score': 0.000920285121537745}, {'label': 'fear', 'score': 0.0008991041104309261}, {'label': 'desire', 'score': 0.0008937708917073905}, {'label': 'gratitude', 'score': 0.0005340083152987063}, {'label': 'surprise', 'score': 0.0004734398680739105}, {'label': 'remorse', 'score': 0.0004142412799410522}, {'label': 'grief', 'score': 0.0003768973983824253}, {'label': 'nervousness', 'score': 0.0003491963434498757}, {'label': 'relief', 'score': 0.00034825794864445925}, {'label': 'pride', 'score': 0.00033228605752810836}]"
her,"[{'label': 'neutral', 'score': 0.9653810262680054}, {'label': 'approval', 'score': 0.011776471510529518}, {'label': 'annoyance', 'score': 0.00786008220165968}, {'label': 'realization', 'score': 0.004777044989168644}, {'label': 'disapproval', 'score': 0.004126358311623335}, {'label': 'anger', 'score': 0.0034496327862143517}, {'label': 'admiration', 'score': 0.0030496392864733934}, {'label': 'disappointment', 'score': 0.002816416323184967}, {'label': 'confusion', 'score': 0.0024069175124168396}, {'label': 'disgust', 'score': 0.0020514775533229113}, {'label': 'amusement', 'score': 0.0018148195231333375}, {'label': 'sadness', 'score': 0.0018137297593057156}, {'label': 'optimism', 'score': 0.0017913057236000896}, {'label': 'excitement', 'score': 0.0017482792027294636}, {'label': 'joy', 'score': 0.0015126531943678856}, {'label': 'curiosity', 'score': 0.0014783701626583934}, {'label': 'fear', 'score': 0.0013221249682828784}, {'label': 'gratitude', 'score': 0.0012057533022016287}, {'label': 'caring', 'score': 0.0011113330256193876}, {'label': 'love', 'score': 0.0009850820060819387}, {'label': 'surprise', 'score': 0.000911276089027524}, {'label': 'desire', 'score': 0.0008765765815041959}, {'label': 'embarrassment', 'score': 0.000624756037723273}, {'label': 'grief', 'score': 0.0003848519118037075}, {'label': 'pride', 'score': 0.00031102655339054763}, {'label': 'remorse', 'score': 0.00030699349008500576}, {'label': 'nervousness', 'score': 0.0002930035989265889}, {'label': 'relief', 'score': 0.00029072907636873424}]"
under,"[{'label': 'neutral', 'score': 0.9669173955917358}, {'label': 'approval', 'score': 0.013197870925068855}, {'label': 'annoyance', 'score': 0.008548039942979813}, {'label': 'realization', 'score': 0.005631835199892521}, {'label': 'disapproval', 'score': 0.0048806555569171906}, {'label': 'disappointment', 'score': 0.004437751602381468}, {'label': 'admiration', 'score': 0.0037726559676229954}, {'label': 'anger', 'score': 0.0033015527296811342}, {'label': 'disgust', 'score': 0.0027504144236445427}, {'label': 'sadness', 'score': 0.002700116718187928}, {'label': 'fear', 'score': 0.002152858767658472}, {'label': 'excitement', 'score': 0.0021397012751549482}, {'label': 'optimism', 'score': 0.0018165870569646358}, {'label': 'joy', 'score': 0.0017969170585274696}, {'label': 'confusion', 'score': 0.0017887146677821875}, {'label': 'amusement', 'score': 0.001369617646560073}, {'label': 'caring', 'score': 0.0012049874057993293}, {'label': 'love', 'score': 0.001203896477818489}, {'label': 'gratitude', 'score': 0.0011669063242152333}, {'label': 'curiosity', 'score': 0.0011504583526402712}, {'label': 'surprise', 'score': 0.0011503186542540789}, {'label': 'desire', 'score': 0.000988880405202508}, {'label': 'embarrassment', 'score': 0.0009110876708291471}, {'label': 'grief', 'score': 0.0005217897123657167}, {'label': 'nervousness', 'score': 0.0004463228106033057}, {'label': 'relief', 'score': 0.00044077387428842485}, {'label': 'pride', 'score': 0.00044018184416927397}, {'label': 'remorse', 'score': 0.0004064599343109876}]"
any,"[{'label': 'neutral', 'score': 0.9644328355789185}, {'label': 'approval', 'score': 0.014978845603764057}, {'label': 'annoyance', 'score': 0.007021719124168158}, {'label': 'realization', 'score': 0.004780920688062906}, {'label': 'confusion', 'score': 0.003928751219063997}, {'label': 'admiration', 'score': 0.0029644984751939774}, {'label': 'disapproval', 'score': 0.0029277103021740913}, {'label': 'anger', 'score': 0.0026972151827067137}, {'label': 'curiosity', 'score': 0.002420684788376093}, {'label': 'optimism', 'score': 0.0020969233009964228}, {'label': 'disappointment', 'score': 0.0019840223249047995}, {'label': 'amusement', 'score': 0.0016467166133224964}, {'label': 'disgust', 'score': 0.001599207753315568}, {'label': 'excitement', 'score': 0.0014940532855689526}, {'label': 'joy', 'score': 0.0013860823819413781}, {'label': 'sadness', 'score': 0.0013353123795241117}, {'label': 'caring', 'score': 0.0011910224566236138}, {'label': 'fear', 'score': 0.001170194474980235}, {'label': 'love', 'score': 0.0009898272110149264}, {'label': 'desire', 'score': 0.0009816637029871345}, {'label': 'surprise', 'score': 0.0007591184112243354}, {'label': 'gratitude', 'score': 0.0006983887287788093}, {'label': 'embarrassment', 'score': 0.00043676572386175394}, {'label': 'grief', 'score': 0.00030716037144884467}, {'label': 'nervousness', 'score': 0.00029466088744811714}, {'label': 'relief', 'score': 0.00025848113000392914}, {'label': 'pride', 'score': 0.00024749725707806647}, {'label': 'remorse', 'score': 0.00024287599080707878}]"
